Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,first_name,last_name,email,phone_number,address,state,postal_code,age
d7e939fb-2e60-4293-a0c8-d0202db10096,658546,Landing Page Submission,Organic Search,No,No,1,12.0,1411,6.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities,01.High,02.Medium,16.0,16.0,No,Yes,Email Opened,Morgan,Burgess,mnguyen@example.org,(792)269-8674x69935,0256 Seth Ramp,Virginia,27925,69
0fd5ef48-9e9b-4062-b3a2-9e823a4fcc86,604317,Landing Page Submission,Organic Search,Yes,No,0,8.0,74,8.0,Page Visited on Website,United States,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Modified,Lisa,Kennedy,caitlinolson@example.com,871-256-6420x8518,503 Butler Motorway,Tennessee,48649,64
6410cb6c-64ce-4d85-824d-ed3cee8f82cf,622584,Landing Page Submission,Direct Traffic,No,No,0,1.0,36,1.0,Converted to Lead,India,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Other Leads,Mumbai,,,,,No,Yes,Modified,Cassandra,Edwards,staceysmith@example.org,976.773.3336x3654,4815 Arnold Crest Suite 681,Maine,57881,60
80ffbb0e-a3e7-4afe-905d-0172fdd48a15,658070,Landing Page Submission,Direct Traffic,No,No,0,7.0,74,2.33,Unreachable,India,Finance Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Modified,Emily,Dunn,crystal27@example.org,+1-979-245-4590x45240,6359 Kelly Springs Apt. 696,Utah,39907,56
c9ae4a13-5003-436a-9e67-76a51b80e57e,604462,Landing Page Submission,Google,No,No,1,3.0,873,3.0,Email Opened,India,Marketing Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Modified,Jay,Lewis,sarah79@example.org,539-653-4047,16835 King Hollow,Massachusetts,81440,57
0adb324b-c2a3-4880-a928-6e1589914ab4,649091,Landing Page Submission,Google,No,No,0,7.0,1541,3.5,Email Opened,France,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,Yes,Email Opened,Robert,Fernandez,dstein@example.net,001-598-658-3027,65070 Richardson Way Apt. 383,New Mexico,58241,47
8a042bb5-a9dd-4e7c-aa76-e81c6d166a92,622726,API,Google,No,No,0,2.0,344,2.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,Jessica,Peterson,juanlee@example.com,516.991.7234x991,197 Lynn Row,Vermont,68734,55
9aabbdf8-b513-421b-9c6d-28598ae5bab8,587414,Lead Add Form,Reference,No,No,0,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,01.High,14.0,17.0,No,No,SMS Sent,Christopher,Johnson,gilbertkevin@example.org,+1-245-971-3631,7513 Tara Creek,Michigan,70670,62
ae843ab0-8b6a-407c-91b2-bddc29922dd1,655351,Landing Page Submission,Direct Traffic,No,No,0,7.0,150,7.0,Email Link Clicked,India,E-COMMERCE,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,02.Medium,15.0,15.0,No,Yes,Email Link Clicked,Christopher,Lee,kelleyeric@example.com,233.684.6574,177 Richard Track Apt. 096,Nevada,96966,34
3167169d-7a0a-42b6-9e20-7819c81ae5e9,641138,Landing Page Submission,Google,No,No,1,5.0,914,2.5,SMS Sent,India,International Business,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,SMS Sent,Christina,Palmer,jenniferfisher@example.com,413-744-5555,5381 Vanessa Divide,Kansas,74571,25
d6ae774c-3d77-4698-88b8-cf58b73101c9,587323,Lead Add Form,Reference,No,No,0,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,01.High,14.0,17.0,No,No,SMS Sent,Lindsey,Williams,obowman@example.org,573-601-5771x179,54013 Espinoza Crossroad Suite 151,Pennsylvania,47834,21
8e2a6a89-feb8-4e6a-ad92-156fe2ab14a3,652050,Landing Page Submission,Google,No,No,1,6.0,294,6.0,Page Visited on Website,India,Finance Management,Student of SomeSchool,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,01.High,01.High,16.0,18.0,No,No,Page Visited on Website,Sean,Craig,lcain@example.net,5779966641,38387 Fuller Trace,North Carolina,28548,60
bd2f22db-1599-4fb8-a522-047a0c9ecae1,644576,API,Olark Chat,No,No,0,3.0,15,1.5,Email Opened,India,Human Resource Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,03.Low,02.Medium,12.0,16.0,No,Yes,Email Opened,Drew,Marquez,christopherbaker@example.org,(783)933-1180x734,30219 Gregory Roads,Alaska,76186,57
a9b775f3-1c01-45b8-879e-abe534f2ee98,592869,Landing Page Submission,Direct Traffic,No,No,0,5.0,198,5.0,Converted to Lead,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Other Cities,01.High,02.Medium,16.0,13.0,No,Yes,Modified,Julia,Diaz,pgriffin@example.com,811-867-8415x730,58458 Matthews Square,Nevada,80199,46
0287aa77-3154-4565-9970-9e4fa7fc63ba,625866,Landing Page Submission,Google,No,No,1,6.0,288,3.0,SMS Sent,India,IT Projects Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Thane & Outskirts,,,,,No,Yes,SMS Sent,Evelyn,Vargas,scottstanton@example.com,+1-680-601-8813x116,36109 Russo Ramp,Missouri,58451,52
498ba907-4e52-11e6-96be-22000aa8e760,647979,Lead Import,Facebook,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,14.0,No,No,Email Opened,Sean,Castaneda,kennethgarcia@example.com,+1-227-618-7354x3156,92045 Williams Fort Suite 669,South Carolina,15759,71
b33607d6-5867-4ea1-a816-c230d2d65243,601377,Landing Page Submission,Direct Traffic,No,No,0,2.0,582,2.0,Email Opened,India,Retail Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Email Opened,Richard,Kelley,justinthornton@example.com,+1-325-407-2635x7705,184 Jennings Landing Apt. 981,California,85007,52
e39e0d7a-5c51-42fc-877a-b1a3ad35bb80,603680,Landing Page Submission,Direct Traffic,No,No,1,3.0,880,3.0,Email Link Clicked,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Other Cities,,,,,No,Yes,Email Link Clicked,Rodney,Murray,james58@example.org,+1-999-497-3101x3789,4970 Frederick Creek Suite 001,Virginia,57562,48
9b706e1a-f056-4160-a680-4d4303cd68dc,638390,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,01.High,02.Medium,16.0,16.0,No,No,Email Opened,Gabriel,Garcia,yjones@example.org,366-537-6608x6459,04787 Brian Trail,Illinois,92568,24
5588d058-7359-4ae2-978a-fdd02e4138cb,582690,API,Olark Chat,Yes,No,0,0.0,0,0.0,SMS Sent,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Modified,Mark,Olson,uwilliams@example.org,+1-770-856-4678x28856,5698 Robert Mission Apt. 580,Louisiana,06773,28
f7607056-bc69-49f4-b9fe-6c783af719b3,587205,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,James,Obrien,diazheather@example.net,+1-233-924-4467,81002 Bradford Pine,California,40037,38
fddf75ec-40f6-4ca1-b561-466581866db2,619550,Landing Page Submission,Direct Traffic,No,No,1,3.0,835,3.0,Email Opened,India,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Other Cities,,,,,No,Yes,Email Opened,Paul,Adams,mary93@example.com,(873)779-9486,61435 Nancy Hills,Rhode Island,48805,64
ed459fa8-5105-4326-855c-0e9522699416,586307,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Olark Chat Conversation,Jamie,Thomas,rickyroberts@example.net,(395)244-0865,3131 Mcdonald Points,Texas,14834,57
0935b588-7f48-4cf1-a94f-0bbb85620787,609470,Landing Page Submission,Organic Search,No,No,0,4.0,296,4.0,Email Opened,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,,,,,No,No,Email Opened,Patty,Rivera,johnsondebra@example.org,001-291-451-4376x08239,896 Kristen Drive,Hawaii,91793,20
92b27be3-3150-4604-b38a-ab0077a9bbe2,582296,Landing Page Submission,Google,No,No,1,4.0,1268,4.0,Email Opened,India,Business Administration,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Low in Relevance,No,No,Potential Lead,Other Metro Cities,02.Medium,01.High,15.0,18.0,No,No,Email Opened,Rebecca,Montes,solomonkevin@example.org,6723707170,9343 Scott Parks Suite 569,North Carolina,69374,66
99048327-74b2-4502-993d-5deacd095aed,639195,Landing Page Submission,Google,No,No,0,4.0,310,4.0,SMS Sent,India,Human Resource Management,Other,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Modified,Karen,Graham,kristen96@example.net,817-563-3053,9082 Erica Pine Apt. 385,Oregon,16845,27
f927a35b-32e4-4d70-958f-fe53ed0f6927,591831,Landing Page Submission,Google,No,No,0,3.0,952,3.0,SMS Sent,India,IT Projects Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,03.Low,02.Medium,12.0,15.0,No,No,SMS Sent,Gabriel,Hunter,bmcguire@example.com,920-732-8924,3585 Brittany Brook Suite 982,Florida,10639,45
638d5786-a8f3-4c0a-a0ef-272a863afadf,605090,Landing Page Submission,Direct Traffic,No,No,0,2.0,216,2.0,SMS Sent,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Worst,No,No,Select,Other Metro Cities,,,,,No,Yes,SMS Sent,Tina,Morales,ashleyrodriguez@example.com,438.371.7808x752,3324 Amy Orchard Apt. 020,Michigan,21815,43
cac35105-9c05-433c-8f2c-78e6ef3e53b4,643287,API,Direct Traffic,No,No,0,2.0,702,2.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified,Lisa,Cook,evanspamela@example.org,873.686.4896x012,289 Bryant Summit,Hawaii,90656,32
d5a9b668-ddad-4795-bf0e-a28390748a90,605216,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,Tammy,Wall,josephwest@example.com,001-491-628-9607x1669,8062 Wesley Parks,New York,82208,65
554e6944-0b03-493d-85e6-0a8c7ea41c8d,619176,API,Google,No,No,0,3.0,91,1.5,Converted to Lead,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,Nancy,Johnson,steven34@example.com,529-272-0943x1117,67284 Morgan Isle,Rhode Island,72303,73
48834d26-b7d1-46c6-be16-a27e14f9ff33,658932,API,Referral Sites,No,No,0,4.0,174,2.0,Email Link Clicked,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,02.Medium,02.Medium,13.0,13.0,No,No,Modified,Margaret,Chase,cathy36@example.com,954.275.0914x3799,5900 Amber Ports,Iowa,07778,47
c11e3dc8-13d7-411b-a71e-5f5adb093e22,623498,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,Samuel,Phelps,yshaffer@example.org,4554366210,4904 Arroyo Passage,Utah,65792,38
05e004c8-aebf-4eaf-bc55-64d0059b9dbf,598294,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,335,3.0,Email Bounced,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Other Leads,Mumbai,,,,,No,Yes,Modified,Rachel,Simmons,robertwallace@example.org,(716)335-3765x468,2849 Rebecca Hill,Nevada,40857,33
aa5fb614-bf24-408d-9c89-e97b91d9479d,586173,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,Andrea,Gamble,kristijuarez@example.com,(741)841-6628x48545,82001 Joseph Well Apt. 558,Hawaii,23636,61
17f1937a-afc2-466d-a23c-ad8a8f23a875,630661,Landing Page Submission,Google,No,No,1,3.0,1248,3.0,SMS Sent,India,Travel and Tourism,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,02.Medium,02.Medium,15.0,16.0,No,No,SMS Sent,Tracy,Avila,daniel11@example.net,428.471.5761,6955 Mendez Forks Suite 425,Nevada,25894,63
749a4600-23fb-42dd-bbcc-dc1095ae3f1a,591485,Landing Page Submission,Direct Traffic,No,No,0,1.0,1077,1.0,Converted to Lead,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,01.High,01.High,16.0,18.0,No,Yes,Modified,Melissa,Tran,nicole96@example.net,001-889-387-1783x83255,3377 Laura Loop,Wyoming,85009,47
729e244b-5298-4cec-b31d-ac620bd1af81,613438,Landing Page Submission,Google,No,No,1,7.0,1398,3.5,SMS Sent,India,Media and Advertising,Word Of Mouth,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent,Connie,Holt,cooknancy@example.com,684-529-6743x81413,24629 Isaiah Ridge,New Hampshire,23830,56
4e0ecdf9-69c8-4a44-ba39-4c2d9ea034d9,586987,Landing Page Submission,Direct Traffic,No,No,1,2.0,1130,2.0,Email Opened,India,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,Yes,Email Opened,Michael,Frederick,emily66@example.org,237.819.0090,1835 Tracy Freeway,Pennsylvania,33638,41
910a8be0-acdf-4efb-b242-bf0bd3922b97,607273,Landing Page Submission,Google,No,No,0,2.0,842,2.0,Email Opened,India,Marketing Management,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Modified,Jacob,Allen,griffinderek@example.com,001-564-531-4480x08727,29809 Grant Common Apt. 854,Kansas,94032,20
ed172d36-e8ca-44db-9b0a-cc878844ffe2,635776,Lead Add Form,Reference,No,No,1,2.0,1723,1.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Select,02.Medium,01.High,15.0,17.0,No,No,Modified,Joseph,Flores,brittanysmith@example.com,811.961.6590,0968 Daniel Hollow,Connecticut,95788,66
e467041f-deb9-40a6-a116-705bfcf27fce,636901,API,Google,No,No,1,2.0,26,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,SMS Sent,Olivia,Reed,samuelhernandez@example.org,001-304-376-6757x878,4411 Hunt Hollow,Wyoming,53907,35
911f84aa-1803-4ac9-8896-0ddf2d194beb,631591,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Email Opened,Michael,Johnson,pbaker@example.org,+1-219-929-0464x71317,097 Cross Estate,Florida,36654,27
10ebebd5-df54-4a58-a677-606a4b851930,590914,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,17.0,No,No,Email Opened,Heather,Williams,micheal68@example.org,710-425-9334x012,03081 Cardenas Lodge,Hawaii,40259,42
59c80ec7-2dd2-4642-9307-f9cc1891b558,616037,Landing Page Submission,Google,No,No,0,10.0,1246,5.0,SMS Sent,India,Marketing Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Modified,Kevin,Taylor,paige67@example.com,409-310-1063x205,69170 Charles River Suite 183,New Hampshire,53774,27
7d11280f-e414-4b78-95af-da2b47dfbbd9,583694,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Potential Lead,Select,01.High,02.Medium,17.0,16.0,No,No,Modified,Phillip,Bailey,walkerelaine@example.org,410-625-1479x00812,08107 Schmidt Road,Tennessee,74132,61
0d42df68-12cf-4ae5-8399-aa1cd8c684be,626068,Landing Page Submission,Direct Traffic,No,No,0,4.0,295,4.0,Email Opened,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Other Cities,,,,,No,Yes,Email Opened,Christopher,Wall,meganwood@example.org,(852)840-5062x84523,195 Stacey Drives,Hawaii,38088,20
003f5830-2090-4371-a64e-cc7642edbd7f,626734,API,Google,No,No,0,3.0,503,1.5,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,Email Opened,Robert,Brown,katrinashaw@example.net,+1-490-811-6953x887,57075 Amanda Place,Tennessee,75062,33
c2e99a7a-def8-4ff4-9fdb-882b777c86f3,593122,Landing Page Submission,Direct Traffic,No,No,0,3.0,432,1.5,SMS Sent,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,Yes,Modified,Eric,Silva,chris58@example.com,(245)425-3149x48906,955 Megan Road,Michigan,37095,63
e35a21a8-b165-43a6-82f2-e71605d6769a,581253,Landing Page Submission,Google,No,No,1,4.0,1291,4.0,Email Opened,India,International Business,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Email Opened,Matthew,Williams,solismelissa@example.com,(223)386-5440x08473,56424 Carter Plains,South Dakota,71787,24
35427186-edd5-470e-a386-47ae4fd6fe19,651545,Landing Page Submission,Google,No,No,0,5.0,87,2.5,Email Opened,India,Marketing Management,Student of SomeSchool,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened,Frank,Gonzales,jonesdavid@example.org,(338)888-8335,67106 Davenport Stream,Pennsylvania,69995,46
1b4cfa2d-fbb8-4ff8-8c99-fd9aed1c0ddc,589007,API,Direct Traffic,No,No,0,4.0,233,1.33,Olark Chat Conversation,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,13.0,15.0,No,No,Modified,Scott,Page,juliajohnson@example.net,001-728-266-7584x7465,269 Davis Court,Arizona,86669,58
a68efda4-eb08-4853-b4d7-1177d0571153,590717,API,Organic Search,No,No,0,7.0,384,3.5,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened,Cheryl,Davis,martinstephen@example.org,425-554-1757x90193,58155 Curtis Junctions Suite 338,Wisconsin,38023,21
606a7ede-8418-4712-af22-7195a80bbbc1,598004,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Low in Relevance,No,No,Other Leads,Select,,,,,No,No,Modified,Heather,Crawford,hodgealexandra@example.net,+1-648-222-3724x55731,22553 Daniel Valley Suite 776,Oklahoma,76841,33
ba275a2b-4349-46f6-a756-8deae9104848,581490,Landing Page Submission,Direct Traffic,No,No,0,2.0,96,2.0,Email Opened,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Other Metro Cities,02.Medium,02.Medium,14.0,13.0,No,Yes,Email Opened,Gary,Evans,hannahmata@example.org,562-523-9042,9544 John Highway,Nebraska,27101,23
4c86a0b5-59a4-418a-9cf8-8a6ad3ed2331,652616,Landing Page Submission,Google,No,No,0,2.0,7,2.0,Converted to Lead,India,Operations Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,13.0,16.0,No,No,Modified,Terri,Smith,whitelaurie@example.net,(972)622-1685,57017 Abigail Street,Maine,97444,41
546cd87b-26a9-4a3d-bc8c-b1b3e2890f14,630863,Landing Page Submission,Direct Traffic,No,No,0,4.0,488,4.0,Email Opened,India,Media and Advertising,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,,,,,No,Yes,Email Opened,Nathaniel,Campbell,zjohnson@example.org,001-831-757-6286x6545,11063 Matthew Prairie Apt. 681,New Hampshire,06994,22
576cd2d6-9b64-4579-9494-6c3494b439f7,587499,Landing Page Submission,Direct Traffic,No,No,0,2.0,465,2.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened,Wayne,Diaz,kimberlycolon@example.com,574-674-7715x08320,11727 Adrian Green Apt. 356,Kansas,24734,41
35e32bae-f81f-472c-b0a0-9fe892806920,595604,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Modified,Neil,Smith,lfrank@example.com,952-646-2729,38162 Freeman Plains,Arkansas,88030,59
75edf817-6a55-48eb-a795-4f5c396c3c4c,616453,Landing Page Submission,Direct Traffic,No,No,0,8.0,283,8.0,Page Visited on Website,India,Healthcare Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Page Visited on Website,Ellen,Frederick,jameshinton@example.net,842.700.5647x66288,740 Trevino Isle,Pennsylvania,24205,18
6ebd4026-657f-4729-a9e6-6c3a9e505346,611369,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Opened,Samantha,Nixon,smithmeredith@example.org,321-503-9725x8462,2297 Mikayla Viaduct,Connecticut,46088,58
5b7468fb-dff7-471c-813c-a951bd5da35d,580278,Landing Page Submission,Google,No,No,0,7.0,133,7.0,SMS Sent,India,Marketing Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,No,SMS Sent,Brett,Campbell,sharpsavannah@example.com,001-694-362-1253x31120,45216 Williams Circles,Oregon,40886,49
c268e6bb-2964-4568-b0f5-09c10c85f12b,639710,API,Google,No,No,1,3.0,992,3.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,SMS Sent,Justin,Chaney,veronicamack@example.net,845.895.2525x205,378 Andrea Mountains,Idaho,81388,31
8677c3b6-f974-42f9-a4dd-a62fae8718ae,654574,Landing Page Submission,Organic Search,No,No,0,7.0,585,7.0,SMS Sent,India,Travel and Tourism,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,02.Medium,13.0,16.0,No,Yes,Modified,Jennifer,Washington,petersenroberta@example.net,001-303-910-7613x33486,73553 Matthews Tunnel,Colorado,72391,71
0e141db6-1e14-4aa4-8d24-0a8151f0245b,581207,Landing Page Submission,Direct Traffic,No,No,1,2.0,856,2.0,Email Opened,India,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Email Opened,Tina,Spencer,james97@example.org,(794)574-9473,27197 Pearson Mills Apt. 756,Missouri,64344,25
1f84e6ea-71c2-4fba-b544-2c6f7f835b21,588188,Landing Page Submission,Organic Search,No,No,1,13.0,954,4.33,Olark Chat Conversation,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,01.High,01.High,16.0,17.0,No,Yes,Modified,Ashley,Gilbert,wisejason@example.net,(762)918-1066,11986 Lewis Knolls Apt. 628,Michigan,44151,29
aa897134-688c-45b9-ba5c-33c952dc0199,586447,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,63,3.0,SMS Sent,India,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified,Lori,Wilson,jennifergomez@example.org,376.678.6562x6283,5456 Travis Lodge Suite 773,Minnesota,47250,36
b6a8ef9d-16ae-40e0-9aab-b648aa144efd,635012,API,Google,No,No,1,2.0,857,2.0,SMS Sent,India,Select,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,SMS Sent,Jared,Hall,raymondmontgomery@example.com,(586)294-3270x157,903 Danielle Ramp Apt. 439,Idaho,90681,71
